customer_ID,Month,Year,Numeric Value,Transaction_ID
01GZ1HY1RR4HVMCX1FNRETKRRN,Mar,2000,203.545062,01GY33CCWYV28MAJ628RKY5ZR7
01GZ1HY1M25FRE4KN9CAWA87QB,Jan,2004,385.74759,01GY33CCPF16CJTMT30M0W85QN
01GZ1HY1MH73AQF4K5VPF118K6,Sep,2004,56.44191479,01GY33CCPKJ3MZR21S6ZG993YQ
01GZ1HY1MNBA9E0GQNRRDFWTJ2,Feb,2005,910.7819688,01GY33CCPPH0ZV5C7KRNRSF33A
01GZ1HY1MS2RWBMV7SJ0RB6WGR,Sep,2010,35.92369641,01GY33CCPS3APABJMYPE4RV3HV
01GZ1HY1MX0F9T05RZZ71M1PK5,Apr,2008,101.2960844,01GY33CCPVYK9W57MDWM8A46N4
01GZ1HY1N1EP27Q91DRPAVRGS3,Jul,2011,609.5237943,01GY33CCPZB7WR6T9P60T1VANE
01GZ1HY1N61B2NQX9AANAE6NS1,Nov,2008,509.3490967,01GY33CCQ2B8KJC9REYQRY1YQ9
01GZ1HY1Q6RZM7X9NXHW7ANWX0,Apr,2001,330.1611818,01GY33CCQ5NK23M9HJHB4416MT
01GZ1HY1QA7W2K28D6KZQ3SZ28,Aug,2009,120.9962811,01GY33CCQ9A2174HDPFKYP20KD
01GZ1HY1QE6Q1FCQ0Y6FA6PHBC,Jan,2002,86.22783653,01GY33CCQFHZRJ6JEEQ65FMJ3K
01GZ1HY1QKQPFR8ZHSCW99K2M4,Mar,2001,904.7649139,01GY33CCQMETR306AF7ATN0M1A
01GZ1HY1QQCET3GMZSTSJQ0HGY,Dec,2010,542.8200878,01GY33CCQT7NJG77YPZ3XEDZY6
01GZ1HY1QVR07KMJ7TKKSDPKDW,Apr,2007,420.3618735,01GY33CCQYGX0FS2TA8SRHQNG0
01GZ1HY1QYWWR3QQSHEBNXWTDN,Dec,2002,993.2726066,01GY33CCR33A2SCD2N5YNZ3EBA
01GZ1HY1R2T1G328VSTZH772WK,Sep,2003,849.3801485,01GY33CCR935F8DKAKRG31FNES
01GZ1HY1R6XY5T5Z3Z999A6CXQ,Aug,2011,806.1802906,01GY33CCRF2624N8T84369A0R1
01GZ1HY1RCMPYRJJRBC7T0HGDT,Nov,2008,420.7400561,01GY33CCRNA5BY7B1F4687KF3W
01GZ1HY1RHWYBZEYT3PWGYNAZ0,Jul,2009,557.3015046,01GY33CCRVPKN5V2MVN2NVK0RY
01GZ1HY1RN2V07ECNNG5NV5Y7H,Mar,2007,306.2485187,01GY33CCS1FGBXASF98M588XQT
01GZ1HY1RVVSCAR40GCQX34P1V,Nov,2006,878.7784328,01GY33CCS6VVPCPKCDKR57ABKD
01GZ1HY1S029EX8HHJP2DF0Y6F,Mar,2011,701.7247995,01GY33CCSDYMMK8P1VJ1BCN1NK
01GZ1HY1S4K6WTKPQD3C0V85W1,Aug,2013,785.2297388,01GY33CCSJRGHGQ1ARJ14NRDHV
01GZ1HY1S7H4T2S15GS5D4YPXD,Dec,2005,406.7061422,01GY33CCSQRHHR089WHGCBXY9X
01GZ1HY1SA0YN54C78ZDQHRW8S,Mar,2013,674.6425781,01GY33CCSXT85A70XXFR4XZQ2B
01GZ1HY1SDD23MHDVMPXS96Q58,Dec,2008,443.6578001,01GY33CCT37J4KDTATTB24CBE4
01GZ1HY1SGK72NFH304WZPWZ38,Mar,2008,979.9575437,01GY33CCT9CKZFAHCGSP3RND09
01GZ1HY1SN3FK1AXX8EYNJ6PY9,Apr,2005,164.9918882,01GY33CCTFH16HK813NK9QT159
01GZ1HY1SSKQS59H6MT74D1Y9Q,Sep,2006,513.3357208,01GY33CCTN1M4F3X7EWGS55R93
01GZ1HY1SZZ79TCCPCT3SNM8PQ,Mar,2004,553.3610899,01GY33CCTTA677QD6RMJAWDYXQ
01GZ1HY1T3H4MXCMHJA5DX21WK,Apr,2013,683.4614054,01GY33CCV0Y7ZN6C8HVGQVND1V
01GZ1HY1T8SCRDC0VX6MDEM3YW,May,2004,74.46170763,01GY33CCVXF28TXXNWJ7ARY1HR
01GZ1HY1TBQRQ7T2F8XJKJC92R,Aug,2009,807.5390821,01GY33CCW30CCH316QXF1H9K1S
01GZ1HY1TFYBC8WH64YG8HJ98P,Jul,2008,386.6164091,01GY33CCW80MA0Z3RPKY7E42M4
01GZ1HY1TJG97GA93VR81JSA3P,Jan,2007,318.8410886,01GY33CCWE5SYT8JBFR26QXYAV
01GZ1HY1TNZDRGBZX451R06911,Oct,2003,582.6891673,01GY33CCWMNKE4HX5NNB381KBG
01GZ1HY1TQW0Q6PZ0B2TDXVE97,Aug,2013,676.9493734,01GY33CCWSQPA4X0Z5X84RJK99
01GZ1HY1TV6BT6K379TN69V32V,Oct,2001,468.4917198,01GY33CCWZ0E5PXDW1CC32NA0E
01GZ1HY1TYGNS9JCG6V6T8576Q,Jun,2004,911.7685671,01GY33CCX5GAJYD9E1QHQFRXTM
01GZ1HY1V1JH7M8Y6CKQRW6XD5,Dec,2013,259.1230217,01GY33CCXAT5SXMG00AM8NPCQA
01GZ1HY1V4JA0EQTW0P6H4WBT3,Aug,2012,64.03572526,01GY33CCXF05A6JTCBG9W2C15D
01GZ1HY1V7ANN7YWBZMHA129NX,Mar,2011,999.3505511,01GY33CCXNHNSJ9KBJAC72A0ZD
01GZ1HY1VARK95Q5V4YERK1D7J,Apr,2013,715.3276322,01GY33CCXTWVG5GE19WDWQ177P
01GZ1HY1VDQQXSC4GCADF8MZ1S,May,2010,890.6822509,01GY33CCXYAY90FPN3HGV8RTQY
01GZ1HY1VGD87Z0NMHZJHG67NG,Jul,2004,477.7339714,01GY33CCY4BTX8181928T2XFDJ
01GZ1HY1VMMNF3RVW88TBAMGPY,Apr,2005,585.3418781,01GY33CCYA16DZTDFGEYFYK3Q6
01GZ1HY1VQRP3VXWRHA6Y4M5GG,Jun,2011,841.8373804,01GY33CCYFJV9HQKH55WSNA2CS
01GZ1HY1VTF62G7NBSYYE8EFF0,Jul,2006,33.58078404,01GY33CCYNZ7ESR8ZP8KQ1VBKT
01GZ1HY1VYNY4YSNNDWT0TF037,Dec,2009,613.475179,01GY33CCYTHK656RJC6234N79A
01GZ1HY1W1MNX379ZHWKGHYHG5,Jul,2012,962.1617873,01GY33CCZ0S23MSZ0DV6DH34NP
01GZ1HY1W4E9HQDA4JCRQT9WGY,Oct,2004,368.1085109,01GY33CCZ7TA9PECX0JGP915ZJ
01GZ1HY1Q60MPPM9VAY0YD0NGV,Mar,2000,627.213586,01GY33CCR3AN3KG91HVNJM0RMV
01GZ1HY1QTF4AK5ANW96V5A85J,Nov,2011,685.1394008,01GY33CCT6R30QYG5344GJR0AT
01GZ1HY1QY3FZX04D9TP6K3QW6,Jun,2003,281.9542808,01GY33CCTCB77GEECFTDZRFGAZ
01GZ1HY1R2XXNXAH3S6MWAQ4V6,Nov,2007,261.6913473,01GY33CCTJWEN3GFW1HT4PV8X5
01GZ1HY1R5TZERADNKCF5DPF6T,Dec,2000,423.6471286,01GY33CCTRVCC46RPRWH6CA01Y
01GZ1HY1R99T961EW0SWVE2WKF,Jul,2004,433.8835684,01GY33CCTXEV2TPMXM3A68YW94
01GZ1HY1RCQVVPA7TFPBVABRKV,Sep,2002,619.2599481,01GY33CCV2HS0SS1BKK0XYV2VC
01GZ1HY1RG14RYSSANXTX9V5TG,Feb,2002,431.5786283,01GY33CCV8V7W6FTMZ5RG34RY7
01GZ1HY1RNRQMKG7PYZVVDCXAG,Jun,2006,351.0339346,01GY33CCVDTA56QTMX7Q7DR5DY
01GZ1HY1RTJ118H8EF796F899M,Oct,2001,61.30874419,01GY33CCVHRQAWEETAEN4TPQ8C
01GZ1HY1RYW5854K8022KDEFZ1,Aug,2009,513.6602751,01GY33CCVP3FJH44RDRGK6PHMY
01GZ1HY1S1CXT3PEZMFWW9EJ2W,Aug,2005,148.6986566,01GY33CCVVPV5F02MZXDSG4MDN
01GZ1HY1S6R6MZB8WA871AVCPA,Jan,2012,3.427572217,01GY33CCW0CM7J3EM9ARNJEM0K
01GZ1HY1SA4G0BZFM6GXX3EN3S,Dec,2004,625.898265,01GY33CCW5F50NVHY8Y43PC3BA
01GZ1HY1SF5M8PTV0ZB2503QHH,Mar,2010,455.4650685,01GY33CCWAWWGGVPEQ2Q25XW8P
01GZ1HY1SKM4KR1TQ3H2ARTFF6,Nov,2001,944.2226602,01GY33CCWF66TBVY3PAHDVMK4X
01GZ1HY1SR8GRMWY45Q4SABHDJ,May,2003,736.7576567,01GY33CCWKRF0N5BMQMYEB1FWC
01GZ1HY1SV1FCK2CC7NWDKTMWM,Jan,2007,318.4440369,01GY33CCWSZJR6J5RJZNHMRER6
01GZ1HY1T12CAJBJYEP93TSTX9,Nov,2007,348.9669144,01GY33CCWYV0Q3G3AZZP4KCVBE
01GZ1HY1T6JJN7TZF6FECW81SN,Jul,2012,735.5952806,01GY33CCX3487YXY5XRQ6RE6NR
01GZ1HY1TCK779X17JZAXFKNVG,Jul,2004,977.2055899,01GY33CCX78TV6JM7ATZ3DWDVQ
01GZ1HY1THNJP1NZ3KX62N4G94,Nov,2013,830.771275,01GY33CCXAM9FE8F8QEYBPY6D9
01GZ1HY1TN0171EVEE6YQ8G675,Jul,2013,192.4323021,01GY33CCXEQ64DQ78EPVM36F4Q
01GZ1HY1TRD1YREJJ6W33M2NHF,Apr,2007,684.0315558,01GY33CCXH4AQ4AXKPV0KFXN47
01GZ1HY1TXJ72JS7HGACQNV876,Jun,2002,868.7493123,01GY33CCXNM4QGSH13SJDMSWJ7
01GZ1HY1V2VPPD86DYTVVX5FQ6,Apr,2004,221.3625637,01GY33CCXREYG9D0R3W78S1FVM
01GZ1HY1V7PK2NFF65GWVHJ03S,Oct,2000,925.3365517,01GY33CCXVTB9JV3SNY8CN8HGP
01GZ1HY1VDD0YD4V132KVX1RGS,Sep,2006,236.9450268,01GY33CCXYGWK44NFGDP06KHF2
01GZ1HY1VJ52YFTE4KTQE8ZGDE,Feb,2000,535.5873336,01GY33CCY221CRRWGMREH77VZQ
01GZ1HY1VQVP6QBBX8WBRQ6TB8,Aug,2007,632.9564792,01GY33CCY512FW2AD6ZZQWVHVV
01GZ1HY1VWCHK5ZYJYDSWTG7A1,Oct,2010,897.8878044,01GY33CCY8G8NQS8T9NDGBW8HM
01GZ1HY1W16F0ST7J2T83RHWGS,Sep,2006,296.2220169,01GY33CCYD23N5MD1PGVP952MQ
01GZ1HY1W7ST3HYYA45W9QCTR0,Mar,2013,444.5780854,01GY33CCYK5YE58TX0ND7TPNKK
01GZ1HY1WC4MTR6B7BJGNQD4FP,Feb,2007,125.3864289,01GY33CCYSW1Y4JNJ6BJG0SDD2
01GZ1HY1WHB3FCZNZ8YVHH0QPV,Jan,2007,289.9100656,01GY33CCYZDJKQPAA7WEWP4WW2
01GZ1HY1WPDYY1HY9DB0JWE9VY,Aug,2009,40.21830194,01GY33CCZ5GEMBTGN09EHZWBZ6
01GZ1HY1WTDSB9AH6FJGV37ZSY,Feb,2011,254.3050612,01GY33CCZA1E92JT93Y14AWZJ3
01GZ1HY1WZ0A1TFJFF5YNMAZJF,Jul,2005,740.1986157,01GY33CCZFZ5X8630DVNVPFPK5
01GZ1HY1X4W57QQ5DCND90JZZ6,Apr,2001,600.3262073,01GY33CCZN8P7D9W953DN209Y5
01GZ1HY1X9RJ8GQBRWDHD27SM2,Mar,2001,853.9927256,01GY33CCZTNNB8SFS7915J125B
01GZ1HY1XCXRERVTCN3FWMRHXM,Aug,2003,109.9239647,01GY33CD00JWRRA08J13027WDX
01GZ1HY1XHN0MDAZ73AY169WSV,Oct,2003,451.6357546,01GY33CD05R9S18JZ5PM2D5C8P
01GZ1HY1XQTB4SQQFXZTX6K3D9,Aug,2003,854.3013981,01GY33CD0ACMMDTCH9VMDF2EK8
01GZ1HY1XTS5TQEVEW9FSPD20S,Apr,2012,870.7246418,01GY33CD0F0P39FP20TE0DA035
01GZ1HY1XZJDAVDCPQ58DWDA6R,Jan,2012,969.8710813,01GY33CD0NZVEZCVHR291EE3QJ
01GZ1HY1Y4ZHH70XW428T2J7R8,Dec,2009,229.4305565,01GY33CD0TWNQVAB4HRA1R6RHX
01GZ1HY1Y7M586D2QHR7V098D9,May,2001,683.7524289,01GY33CD0Z2SN1AC2H8NQ67VAD
01GZ1HY1YC3FBFPHS6RQJ2TH0V,Feb,2007,836.1971769,01GY33CD13RW8JZDVC5NARQXWB
01GZ1HY1YGAVMFK5B2WFKVCXGS,Dec,2001,464.8619057,01GY33CD18TB4YHTNWA52Z95KG
01GZ1HY1YNQZGZZ9KRYR0F21F3,Jun,2012,968.2212366,01GY33CD1CPMK1HR5HKE35AVQZ
01GZ1HY1DGNS96PAJ2MDY5EHSY,Sep,2006,604.9106391,01GY33CCQYETA3HJNPBSM3TAR8
01GZ1HY1E0HRDBHKJX8EXJ4Q55,Sep,2011,855.6873814,01GY33CCR3AE5DKDMMVFKFD0KQ
01GZ1HY1E4GGGPSR9BYDP0S0C3,Jun,2009,151.3393131,01GY33CCR98FEPHW3RJ5D6XPG6
01GZ1HY1E8M0HC31S2RD4WZPZ4,Nov,2003,775.4083017,01GY33CCRFSYKQD527ZNT9F0GM
01GZ1HY1EBNHRKDJNS041KB3B0,Aug,2007,618.1057826,01GY33CCRMFD4Y0ME1GWFHT5Z4
01GZ1HY1EEESDYF620P919SS8X,Oct,2001,203.590419,01GY33CCRSCH0JTA2EAVFWJRDV
01GZ1HY1EKSNPK7AWFSWT4BGHV,Sep,2000,721.8178019,01GY33CCRY25A5SFHCZNRJE0DW
01GZ1HY1ERZ8T8DFRRGPK33QZV,Sep,2006,896.5228928,01GY33CCS36WAFNBJ5BAAK5JCQ
01GZ1HY1EZ32PHX9A6N2A4JXC1,Jun,2009,195.9226105,01GY33CCS7H6QHCREZHRC6GKJ8
01GZ1HY1F4BRABYVD1XV2MX7Z6,Mar,2010,71.10054113,01GY33CCSCKAR9CPMPBCHSDVBZ
01GZ1HY1F8S2XXQYNXHNYVCY2D,Dec,2005,99.58129633,01GY33CCSHG4B3VQK2X7PBYQMG
01GZ1HY1FEMCV4ZFXKT5GG8BWE,Jan,2002,622.5077859,01GY33CCSQ8FMXSAG678VNF5MF
01GZ1HY1FHBRSFJNDPNE2A6X81,Sep,2005,443.6832004,01GY33CCSW8ZDM9Y0ZQZ236S3W
01GZ1HY1FMR41R3C40S5WCD98R,May,2007,17.37223235,01GY33CCXCWKQ23KA6HEMWMJKZ
01GZ1HY1FTWTECPHRAN89FYRFX,Mar,2004,850.4525879,01GY33CCXJGST9P72V3TCN2XPJ
01GZ1HY1FZST1D32G6WTXXJT0J,May,2009,892.5278956,01GY33CCXQGV80N7YAMCKDCB5Z
01GZ1HY1G2JQ2GDEHW7JG6H94S,Dec,2005,56.47373303,01GY33CCXYFENM95JABM7P7TFP
01GZ1HY1G6BNYZT2K18MRFT4Q2,Dec,2002,732.3199069,01GY33CCY4QB8VP0C5ENRAWFVS
01GZ1HY1G92GWMVNXGFDHTG6KP,Nov,2005,267.0627665,01GY33CCY9P14K6FSZHRZM1H35
01GZ1HY1GC9PDMEPE8EN8NW1KM,Dec,2005,610.2377564,01GY33CCYF68YDE4A0660HJWQ7
01GZ1HY1GFB4K1QEKVT5ZFA1B1,Nov,2002,195.4336102,01GY33CCYMR7AH3N7N9QKD7V5B
01GZ1HY1GJ6SWD1P8666M6269Z,Jun,2007,102.2640753,01GY33CCYS3AFN0MGJ8VPNA7EW
01GZ1HY1GNDVG78G8CJRYBMF2N,Apr,2004,841.3937195,01GY33CCYWK17JY8Q2FFPM4NQH
01GZ1HY1GRAHNCTNJKTWE6HMYE,Oct,2003,278.2836351,01GY33CCZ01RMKBBTY68KNVXW4
01GZ1HY1GV52NNT3D30G351F7E,Dec,2004,234.325878,01GY33CCZ3PY1R68Z4GZVCR47X
01GZ1HY1GXTHSTHFE6DDR4HMHR,Oct,2004,521.6359865,01GY33CCZ6RDXZE8CXYPZAZK68
01GZ1HY1H03G9W1Y4EJECJ2FVB,Jun,2012,54.04157027,01GY33CCZA3XNDWXKS2AT2812R
01GZ1HY1H3JPZDQEFAAT5KTQMB,Oct,2008,899.3964665,01GY33CCZDZQKPHW1Y7ENM67S3
01GZ1HY1H7BVFY34WBEPAMXH6S,Sep,2000,613.395396,01GY33CCZG46T9693G8W7VVZX7
01GZ1HY1HA81NYPV2QTDQ39MM9,Dec,2009,474.6706874,01GY33CCZKNTE1WK39J4HRJ7Z4
01GZ1HY1HD6XMQ03Y4NM9GYNJH,May,2011,606.0703313,01GY33CCZQ5DPMJQDA2PDNRWMQ
01GZ1HY1HGC0SAJWY6F5BQ4R3C,Oct,2007,302.7450129,01GY33CCZTK6B4B5ESJSEDEHRC
01GZ1HY1JY2TX61ZQ3GPZCM2YQ,Aug,2006,703.3880525,01GY33CCZXWW7ANSH9QBG573T6
01GZ1HY1K39AYRYMNP1GCY8DJ6,May,2000,595.0537818,01GY33CD00Y8MSC0SKJP72FMMD
01GZ1HY1K7P2J2DJ4SNE58HWQ1,Feb,2000,500.3038082,01GY33CD033RJTWD2SF5TB0XRG
01GZ1HY1KAKTTHKN15EM35ZE4E,Sep,2002,881.3121037,01GY33CD07RS1C1P8V9PDK0W49
01GZ1HY1KDH1641R9ABTB5V8WR,Mar,2002,945.0711406,01GY33CD09F51PP2X7QE9R850C
01GZ1HY1KHXPGPF63Q7GXNJ1C0,Oct,2012,78.22170164,01GY33CD0DTBW8A36AGZ36SEDX
01GZ1HY1KMDCAJTXHCQQ77GBF5,Aug,2012,876.0955855,01GY33CD0GX1KWRG5X4TXJCF41
01GZ1HY1KRJEVVCXMW1NHR0000,May,2000,802.9121302,01GY33CD0JP123CGN1YE63JSXF
01GZ1HY1KVABHC65M12A54YED7,Jun,2005,298.9058922,01GY33CD0PX487PFZW0BSQQK2T
01GZ1HY1M5BH0RB87PG2X90C7R,Dec,2007,27.73468657,01GY33CD0RWWBT2KEF8FY58Y9P
01GZ1HY1M8PFFHVGTQSGSCRZ2W,Apr,2009,207.7913943,01GY33CD0V1XKSWSKG8F5S6W2R
01GZ1HY1MCV22ZTR67QF2RXY3S,Aug,2008,969.6186479,01GY33CD0Z2F4HWQK34T8D1QK9
01GZ1HY1ME9M2SDNA0HY3SQKPD,Jun,2006,477.9141899,01GY33CD12T7501YSEZ7HV3626
01GZ1HY1MJBMHZ0TT62K3J0VQ3,Aug,2013,510.1765806,01GY33CD15MZFEFZCC3S00J6XR
01GZ1HY1MNAKC8WWB0KT2YJHCR,Sep,2004,364.7152752,01GY33CD190TA7TZ4XVREQQX0W
01GZ1HY1MSRW4QFY42PNSYGCDY,Oct,2003,709.8453227,01GY33CD1C980M0QVEF4KFAVYX
01GZ1HY1MXXZDMWDC657QC7FJR,Dec,2013,240.9703216,01GY33CD1F3P9ZDCCM1AB56EDN
01GZ1HY1N12XFWNCBEDDXWYSXK,Mar,2012,118.4708757,01GY33CD1J0XWQYNFS5QYMBP55
01GZ1HY1FZ6RSBP3B4W6A1NF1P,Jul,2010,293.1174537,01GY33CCTBKBZ3YW7KG40E6TSX
01GZ1HY1GF3W9V7BKW81KVC2RX,Apr,2010,729.4586077,01GY33CCTHMSMSTSW3MDS5C3PD
01GZ1HY1GKJR44KCJ73737KJX2,Aug,2009,132.8734743,01GY33CCTP029A13WN4VFYVRAJ
01GZ1HY1GRYFAYZDQ2TAAMM6X4,Aug,2000,856.8394092,01GY33CCTVS08N8P6TFY0JH4QQ
01GZ1HY1GWPERM3Y797GEJ8T09,Aug,2010,541.0253138,01GY33CCV05CCN9D30EC049NXZ
01GZ1HY1H1N1Y0FCRHHJKPZFVB,Apr,2004,232.8938323,01GY33CCV54K1M03K7M379HY4K
01GZ1HY1HDRQJQPDCBGVJ9F2N9,Nov,2010,529.0744454,01GY33CCVACKX0ARCGDGD5H4MR
01GZ1HY1HH404HYJ9D4Z87JD7B,May,2003,961.1712652,01GY33CCVGYRVYP336XZ3EA52X
01GZ1HY1HPHF0ZP63S34W59D7F,Nov,2006,540.9227924,01GY33CCVNDFT8KT4Q45NWWW88
01GZ1HY1J0MRBSAFAKPWGRD454,Aug,2012,559.0380731,01GY33CCVVNWN0P64Z00RM1PHK
01GZ1HY1J71RKHSZFVVR1H2QNA,Apr,2001,819.7458026,01GY33CCW1RVCKJRD8ZRN5ZXC2
01GZ1HY1JCX9TBFZ03YZGFE3Y8,Nov,2006,56.20774461,01GY33CCW7YK9T8EJ0TP00VD53
01GZ1HY1JJ4PHXJ7C38PWGYQ9V,Jul,2001,527.6826123,01GY33CCWCA67DYT7HAZMKJ0Z9
01GZ1HY1JQ36M8EC3JW72MW0WV,Sep,2009,623.1726646,01GY33CCWHH3ZAFE4QDRN1KWQR
01GZ1HY1JXZ6ZAD57A5D2MS91Q,Jun,2005,636.0854579,01GY33CCWQK9ZVHYHS3148PSRM
01GZ1HY1K352F3GKERTC40P2SM,Aug,2011,776.8069352,01GY33CCWWJK2HQBMM4AEP0T9T
01GZ1HY1K8H8DV033P45EWAQ2T,Apr,2004,798.7790424,01GY33CCX2EERWWZWCEQVR8915
01GZ1HY1KEWR84KPER8SQ4R1CR,Feb,2001,960.2814749,01GY33CCX84EXX8M2E9QA7BGFC
01GZ1HY1KK8PPA3ZY03V77AV5N,Jul,2009,68.3201872,01GY33CCXDT91EA5NDDWJ8QBCM
01GZ1HY1KT3771T9TKVW64RZG0,May,2000,974.9129375,01GY33CCXKYKN809PXY8Z3ARCJ
01GZ1HY1KZVDHRFYZE6ETPTQNM,Apr,2006,676.5669244,01GY33CCXR2YN58Y38N4YQRCZ3
01GZ1HY1NSBN57NF6RDQ94ECFW,Dec,2006,976.1767702,01GY33CCXXW9T6PMXMHMND7P8G
01GZ1HY1P0G8H233WYV9V3B7EX,Jul,2011,644.7578955,01GY33CCY3XRAR0J67RHDA40F7
01GZ1HY1P8A14JTT9Z7YX7H37A,Nov,2008,890.862248,01GY33CCY76RFXQS29AYNF3547
01GZ1HY1PEP0DZ86M9K9C1KJE7,Sep,2010,160.8706188,01GY33CCYBZF5YGCHYGTR4HW5Z
01GZ1HY1PM27YXKN0X9QJFR2NT,Aug,2008,617.2560736,01GY33CCYE2FZT8P9ADCG2FTRW
01GZ1HY1PVQVTBTF8Q10HJXSDN,May,2010,593.1566734,01GY33CCYJ2RWE0XFSH0ZAS2R2
01GZ1HY1Q20TXXWK2YZFX6W4FM,Jun,2000,700.858906,01GY33CCYN0629E9PKKDGN4G4F
01GZ1HY1Q8P4CG2C6MRG4WH9X5,Jun,2003,513.8685741,01GY33CCZB6M1J58Q26M7PQSYX
01GZ1HY1QCZR5Q9GVGAGHD12ZQ,Jun,2012,256.9217147,01GY33CCZF0HGACDB34KTMXBPC
01GZ1HY1QHB049EKGQRG6JMTPX,Feb,2008,283.8347566,01GY33CCZKZ55QFNMQSCT8T96G
01GZ1HY1QQR9WSREZCK9EK84QM,Sep,2006,407.689743,01GY33CCZQA44R6TCDX7WGDC2X
01GZ1HY1QYXAQQBKZDHK2AF3VS,Dec,2003,815.3304143,01GY33CCZV80TP2FJFQX67J85Y
01GZ1HY1R4TA0KBVJ1NVHR66BK,Dec,2011,87.53048887,01GY33CCZYDZQSGYMJV14WD5D7
01GZ1HY1R9KJWB1GGXRTPE9SR4,Sep,2003,839.0811029,01GY33CD0269Q889JXTBDYJ4T7
01GZ1HY1RFG395JZQS4MBKDYHH,Feb,2002,516.1463229,01GY33CD06MMSVFQW97W1KPSTA
01GZ1HY1RKP2G3ZS1AX2WEZKVZ,Feb,2013,573.4205297,01GY33CD0ACK8X4QAGCHYV0XCT
01GZ1HY1RSPXG7ZPNGNEAQA3ZH,Oct,2011,72.71499715,01GY33CD0DDT8VAXJEWVA8MR6J
01GZ1HY1RYG69MN45Y6RT9J5Z2,Dec,2002,836.9564591,01GY33CD0GVZHV0ZQ338MM5JHM
01GZ1HY1S429YWY1MSKACZY129,May,2009,711.2667359,01GY33CD0KP1BT7SMCBXRPKR2F
01GZ1HY1SBD1W51V60FDYZVEB3,Mar,2001,337.1504945,01GY33CD0PY215V8JWVMVDX2J7
01GZ1HY1SG44GVX3RH53VYH71F,Mar,2011,848.4100398,01GY33CD0T73N3Y2DA55W9PFGG
01GZ1HY1SQ81ZQTZ0XS6FPHRP0,Apr,2010,821.8769169,01GY33CD0X6VRRGYMJ3CJ82ADN
01GZ1HY1SW8HTZRHXVG1DDPZS0,Jan,2008,265.2571961,01GY33CD11JAC4QX7XFQS5P2R9
01GZ1HY1T1RN3RXB028RVWHZ53,May,2005,847.9669918,01GY33CD151N77RS4J2312ERKX
01GZ1HY1T6E9K720R7643M3KQR,Aug,2013,521.671834,01GY33CD19KZ1NVQHFQ40P6C0J
01GZ1HY1TCSR6B9R5VQ1JNNS5Q,Nov,2006,301.7237966,01GY33CD1EVF53T21P1VR3MMC6
01GZ1HY1THFK64XA64QWEJFZPP,May,2012,402.1991997,01GY33CD1JQ606B26AM9Z8MF4Y
01GZ1HY1TQBWCPZT51GZQ3BVAG,Apr,2010,174.9915491,01GY33CD1N8RZ075N6TAANKJ8S
